,subject_code,subject_name,teacher_name,description,department,syllabus,year,semester,ltp,credit
393,EC60503,EMBEDDED SYSTEMS DESIGN,,,Electronics and Electrical Communication Engg.,"Pre-requisites: EC30004 and EC30006Introduction: Introduction to embeddedsystems, Design standards, Characteristics of embedded systems, Peripherals andinterfacing, System-on-Chip paradigm; Modeling Techniques: Finite statemachines models, Petri nets, Event nets, Data flow and Control flow models,Flow chart based models; Specification and representation of embedded systems:Behavioural and Structural hierarchy, Data driven and Control-drivenconcurrency, Communication and synchronization, Timing, Hardware designlanguages, VHDL, System C, State Charts; Hardware/Software Codesign: Hardwaresoftware partitioning and scheduling, Hardware and Software estimation models,Cosimulation, synthesis and verifications, Architecture mapping, HW-SWInterfaces and Reconfigurable computing, System-level power management, Trade-offs; System-on-Chip and IP cores: Core based designs, On-chip networking;Embedded processors: ARM, MIPS, PowerPC etc. along with their programming,FPGA, CPLD, DSP based controllers; Software for Embedded Systems: Time-criticalIO handling, Embedded software design under size, performance, and reliabilityconstraints, Software timing and functional validation, Programming methods andcompilation for embeddable software, Real time operating systems, Devicedrivers; System level testing and reliability issues; Case study of embeddedsystem design tools and real-world embedded designs.",2021,Spring,3-1-0,4
394,EC60504,COMPUTER COMMUNICATION AND NETWORKING,,,Electronics and Electrical Communication Engg.,"Pre-requisites: NoneComputer Communication Networks - overview andintroduction, The ISO reference Model, Network Topologies, Connectivity andDelay Analysis, Backbone Design and Digital Communication Concepts, ThePhysical Layer, Data Link Layer Protocol with Case Studies, Point to PointNetworks, Routing and Flow Control, Packet Communication Technology, PacketBroadcasting, Terrestrial Networks, Local Area Networks, Mixed Media and LargeScale Integrated Networks, transport and Session Layers, Presentation LayerProtocols and Data Link Layer Concepts of Distributed Systems, ComputerNetworks and a Distributed System, Fibre Optic Network, Examples and CaseStudies",2021,Spring,3-0-0,3
395,EC60601,DIGITAL VOICE AND PICTURE COMMUNICATION,,,Electronics and Electrical Communication Engg.,"Pre-requisites: EC31002 and EC31008Digital speech communication; Digital TVcommunication; Characteristics of speech signals; Characteristics of picturesignals; Subjective and objective testing; Bit rates in speech and picturecommunication; ITU-T recommendations for speech digitization; HDTV, Lowresolution TV and Videoconferencing requirements; Time domain waveform codingof speech-PCM, DPCM,ADPCM, and DM; Frequency domain waveform coding of speech-LTC, ATC; Parameter coding of speech-channel, format and LPC vocoders; Codingof monochrome and colour video signals-Transform and Adaptive transform coding;Subband coding; Vecotor quantisation; Interframe and Hybrid coding; Delayeddecision and run length coding; Effects of transmission errors; Audio and Videoconferencing; Video telephone.",2021,Spring,3-1-0,4
396,EC60603,MODERN DIGITAL COMMUNICATION TECHNIQUES,,,Electronics and Electrical Communication Engg.,"Pre-requisites: EC31002Baseband, narrowband and wideband signals and noiserepresentation. Characteristics of communication channels. Linear and optimalfiltering, Baseband binary signal transmission, intersymbol interference, bittime recovery and errors, partial response signaling, line codes. M-arysignals, orthogonal representation, Gram-Schmidt procedure, signal spaceconcepts, bandwidth efficient digital modulation techniques, carriersynchronization. Spread spectrum techniques, codes, transmitters, receivers,performance, analysis.",2021,Spring,3-1-0,4
397,EC69021,ANTENNA AND EMI/EMC LABORATORY,,,Electronics and Electrical Communication Engg.,Not Available,2021,Spring,0-0-3,2
398,EC69023,TELECOMMUNICATION SYSTEMS ENGG. LAB,,,Electronics and Electrical Communication Engg.,Not Available,2021,Spring,0-0-3,2
399,EC69202,VLSI CAD LAB,,,Electronics and Electrical Communication Engg.,Not Available,2021,Spring,0-0-3,2
400,EC69205,TECHNOLOGY AND PROCESS MODELLING LAB.,,,Electronics and Electrical Communication Engg.,Not Available,2021,Spring,0-0-3,2
401,EC69402,DESIGN AND SIMULATION LAB-I,,,Electronics and Electrical Communication Engg.,Not Available,2021,Spring,0-0-3,2
402,EC69502,IMAGE PROCESSING LABORATORY,,,Electronics and Electrical Communication Engg.,Not Available,2021,Spring,0-0-3,2
403,EC69504,COMPUTER COMMUNICATION LABORATORY,,,Electronics and Electrical Communication Engg.,Not Available,2021,Spring,0-0-3,2
404,EE11003,ELECTRICAL TECHNOLOGY,,,Electrical Engineering,"1.Introduction: Course overview and Fundamental Laws of Electrical Engineering,Concepts of circuit elements, independent current and voltage sources, symbols,circuit elements of resistance, examples, battery and solar cells.2.DCNetworks: Series and parallel combination of resistance, Star Delta and DeltaStar Transformation.DC Networks: Network Analysis by Mesh Currents,Superposition Theorem, Circuit Analysis by Node-pair Voltages, Thevenin™sTheorem, Norton™s Theorem3.DC Transients: Capacitance and inductance and theirseries/parallel combinations, RC Circuits, RL Circuits, Response of RL circuitto sinusoidal inputs.4.AC circuits (Sinusoids and Phasors): Average andeffective values of sinusoids, j operator, Phasor diagram, Phasor relation withcircuit elements (R,L,C), impedance and admittance and theirrepresentation5.Impedance combinations (AC): series-parallel, star-delta,Kirchoff™s laws in AC.6.Network theorems (AC): solving examples7.AC Power:Instantaneous and average power, Maximum power transfer, power factor,resonance 8.Three phase EMF generation,9.Delta and Y connection Œ line andphase quantities10.Balanced supply voltage and balanced load Œ phasordiagram11.Solution of Three phase circuits12.Measurement of power in threephase circuits13.Magnetic circuits: Ampere™s law and B-H curve14.Magneticcircuits: Examples and solutions15.Magnetic circuits: Hysteresis and Eddycurrent losses16.Transformers: Construction, EMF equation, ratings, phasordiagram, no load and full load equivalent circuit17.Transformers: Regulationand efficiency calculations, open and short circuit tests, auto-transformers18.The revolving magnetic field 19.Induction Motor: Principle ofoperation, construction, ratings20.Induction Motor: Equivalentcircuit21.Induction Motor: Torque Œ speed characteristics22.Starters for cageand wound rotor type induction motor.23.Safety from electrical shocks and firehazards",2021,Spring,3-1-0,4
405,EE21002,ELECTRICAL MACHINES,,,Electrical Engineering,"Transformers: Constructional features; Ideal transformer and practicaltransformer, name plate rating Ã¢ÂÂ phasor diagrams, equivalent circuit anddetermination of its parameters from O.C and S.C tests; Per unit parametervalues and its importance; Regulation, efficiency and all day efficiency Ã¢ÂÂexpressions and calculations. Sumpner Test.3-phase Transformer: As a singleunit with name plate rating and as a bank of three single phase transformers;Vector groups for various connections; Per phase analysis; Qualitativeexplanation for origin of harmonic current and voltage and its suppression Ã¢ÂÂtertiary winding. Parallel operation Ã¢ÂÂ conditions and loadsharing.Autotransformer: Basic constructional features; VA conductedmagnetically and electrically. Comparative study with two windingtransformer.Three phase Induction machines: Constructional features and types;3-phase distributed winding  production of rotating magnetic field. Concept ofslip; Phasor diagram and Development of equivalent circuit and derivation oftorque equation, power flow diagram; Typical torque-slip characteristic andinfluence of different parameters on it; Methods of starting and speed control;Different types of braking Ã¢ÂÂ circuit arrangement and qualitativeexplanation. No load and blocked rotor tests. Single Phase AC motors:SinglePhase induction motor: Double revolving field theory and development ofequivalent circuit. Methods of starting using auxiliary winding; selection ofcapacitor value during starting and running.Universal series motor:constructional features and performance characteristics.D.C Machines:Constructional features, armature windings - simple lap and wave winding;armature voltage and torque equations.D.C generators: Classifications,performance characteristics; Losses, efficiency and power flow diagram.D.Cmotors: Classifications, torque/speed characteristics of different types;Losses, efficiency and power flow diagram. Starting, speed control and braking.Testing and efficiency. Synchronous machines: Constructional features andtypes; Operation of synchronous generators and motors connected to bus andphasor diagrams for normal, under and over excited conditions; Power and torquecharacteristics and capability curves. Parallel operation. Salient polesynchronous machine - phasor diagram and determination of synchronousreactances; starting and speed control of synchronous motors.",2021,Spring,3-1-0,4
406,EE21004,MEASUREMENTS AND ELECTRONIC INSTRUMENTS,,,Electrical Engineering,"Sensitivity of d.c bridge, measurement of low and high resistances, d.c.potentiometer, principles of a.c. bridges for measurement of L and C;Instrument specifications and error analysis;  Extension of Instrument range:CT and PT.dâArsonval Galvanometer, moving coil meters, dynamometer typewattmeter and induction type energymeter.Electronic voltmeter, precisionrectifiers, true r.m.s voltmeter; basics of digital measurements: A/D and D/Aconverters, programmable gain amplifier- auto-ranging; comparators and functiongenerators; elements of digital multimeter; Hall effect sensor, clamp-on meter;solid state energymeter, frequency, phase angle and time period measurement.Cathode Ray Oscilloscope, Digital Storage Oscilloscope.Sample and Holdcircuits, Data Acquisition Systems.",2021,Spring,3-1-0,4
407,EE21101,SIGNALS AND NETWORKS,,,Electrical Engineering,"Objective and overview, signal and system types and classifications, stepresponse, impulse response and convolution integral;Periodic signal analysis: Fourier series and properties;Aperiodic signal analysis : Fourier Transform - its properties andsinusoidal steady state analysis of systems;Elements of electrical network : dependent and independent sources,active and passive components;classical differential equations for description of transient conditions ofNetwork;Solutions of linear time invariant networks with initial conditions;Unilateral and Bilateral Laplace Transforms and properties;Transient solutions of networks using Laplace Transform;Network functions: poles, zeros, transfer function, Bode plot;One and two port network parameters and functions : Z, Y and ABCDparameters, driving point and transfer impedances and admittances;Network Theorems and Formulation of Network equations: generalizedformulation of KCL, KVL, State Variable descriptions; Thevenin, Norton,Maximum Power Transfer, Tellegen and Reciprocity Theorems;Graph theory: Tree, Co-tree, fundamental cut-set, fundamental loopanalysis of network;Analog filter design: Butterworth, Sallen Key, frequency transformationand scaling;",2021,Spring,3-1-0,4
408,EE29001,SIGNALS AND NETWORKS LAB.,,,Electrical Engineering,"1. Experimental verification of Maximum Power Transfer Theorem and ReciprocityTheorem2. Transient response and frequency response of series R-L-C circuit.(i) Determination of âZâ,âYâ, and âABCDâ parameters of linear two port network(ii) Determination the driving point impedance of one port network by frequencyresponse method3. Study of active low pass and high pass filters : measurement of frequencyresponse â attenuation and phase characteristics of Butterworth and Sallen Keyfilters4. Characteristics of a closed loop amplifier : closed loop gain of theamplifier with feedback5. Study of non-linear circuit : rectifier diode and zener diode circuits inseries parallel combinationDetermination of Fourier series coefficients of a periodic signal",2021,Spring,0-0-3,2
409,EE29002,ELECTRICAL MACHINES LAB.,,,Electrical Engineering,"1. No load, Short circuit and Load test on a single phase transformer.2. Studyof various three phase transformer connections and measurement of thirdharmonic voltage.3. Hopkinsons test on d.c. shunt machines.4. O.C.C and loadcharacteristic of a d.c shunt generator.5. No load, blocked rotor and load teston a three phase induction motor.6. No load, blocked rotor and load test on asingle phase induction motor.7. Open circuit, short circuit and ZPF tests ofalternator and estimation of regulation by various methods.8. Synchronisationand V-curves of a synchronous motor.At  the end it is recommended, that eachstudent has to appear in LAB TEST individually.Further to the above, If timepermits, suitable  number of experiments may be chosen from the followinglist.10. Fields test on  d.c series motors.11. Sumpners test ontransformers.12. Speed control of 3-phase induction motor using variablevoltage, variable frequency sinusoidal source.13. Study of starters for d.c anda.c motors.Operation of induction machine as an isolated generator- estimationof suitable capacitance for self excitation.",2021,Spring,0-0-3,2
410,EE29004,MEASUREMENTS AND ELECTRONIC INSTRUMENTS LAB.,,,Electrical Engineering,"D.C. Potentiometer, KelvinÃ¢ÂÂs double bridge, dÃ¢ÂÂArsonval Galvanometer,Measurement of L, C and frequency using A.C. bridges, Testing ofEnergymeter.Electronic voltmeter, A/D and D/A converters, F/V and V/Fconverters, Linear Capacitance meter, Instrumentation amplifier, strain gagebridge and amplifier, Data acquisition system.",2021,Spring,0-0-3,2
411,EE30004,EMBEDDED SYSTEMS,,,Electrical Engineering,"Embedded Processing Systems Ã¢ÂÂ Introduction, Components of Embedded Systems -Embedded Processor, Microprocessors, Microcontrollers, DSP and ASICs,Comparative Assessment of Embedded processors. Memory Devices Ã¢ÂÂ ROM and RAMFamily, Interfacing Memory, Input-Output Ports and Interfacing, Simple I/OProgramming, Interrupts and their Servicing, Timing Devices and Interfacing,Analog I/O Techniques, Field Programmable Devices and Applications,Introduction to Hardware Description Languages, Design of Embedded Processorand Components, Design Case Studies. Embedded Communication Ã¢ÂÂ Parallel BusStandards, Serial Bus Standards, Networking Standards, Wireless Standards.Real-time Operating Systems (RTOS): Introduction, Memory Management , I/O Managementand Device Drivers,  Scheduling.Introduction to software design Ã¢ÂÂ SoftwareDevelopment life-cycle, Software modeling. Tools for design, development andtesting of embedded software.",2021,Spring,3-0-0,3
412,EE30024,ILLUMINATION AND ELECTRICAL SERVICES,,,Electrical Engineering," 
solution of R,L,C series circuits, the j operator, complex representation of impedances, phasor 
diagram, power factor, power in complex notation, solution of
 
parallel and series 

 
parallel circuits. 
 
Three phase AC Circuits: Three phase EMF generation, delta and Y 

 
connections, line and phase 
quantities, solution of three phase circuits, balanced supply voltage and balanced load, phasor 
diagram, 
 
Transformers
: Construction, EMF equation, ratings, phasor diagram on no load and full load, 
equivalent circuit, regulation and efficiency calculations, open and short circuit tests, auto
-
transformers.
 
Grounding, Earthing and Lightning Protection
 
 
Part II 

 
Illuminatio
n Engineering
 

 

spectrophotometry, photocells.
 
 

scent, electric discharge, 

 
Environment and glare
 
 
Luminaries, wiring, switching and control circuits. 
 
 
General illumination design.
 
 


 
industrial, residential, office departmental stores, indo
or stadium, theater and 
hospitals.
 
 


 
flood, street, aviation and transport lighting, lighting for displays and signaling 

 


 
LCD displays beacons and lighting for surveillance.
 
",2021,Spring,3-0-0,3
413,EE31002,POWER SYSTEMS,,,Electrical Engineering,"Introduction to Power systems Ã¢ÂÂ Generation, Transmission and distributionsystem. Single line diagram and per unit system. Restructuring of power utilityand its implications.Power system components: Circuit model of synchronousgenerators and Transformers. Transmission lines Ã¢ÂÂ lumped and distributedparameter models.Steady state operation Ã¢ÂÂ Short, medium and long line modelsof transmission lines. ABCD parameters. Real and reactive power flow on atransmission line and line loadability.Power Flow Analysis Ã¢ÂÂ Power flowequations, and solution methods Ã¢ÂÂ Gauss-Seidel, Newton-Raphson and Fastdecoupled load flow algorithms.Faults in Power System Ã¢ÂÂ Short circuits andopen circuits. Symmetrical and Unsymmetrical faults. Symmetrical components andsequence networks.  Analysis of symmetrical and unsymmetrical faults.PowerSystem Protection Ã¢ÂÂ Protective relays and their characteristics. Over-current, distance and differential protection schemes. Circuit breakers.PowerSystem Controls Ã¢ÂÂ Generator voltage control. Turbine-governor control. LoadFrequency control. Economic dispatch and optimal power flow.Power SystemStability Ã¢ÂÂ Swing equation. Equal area criterion and numerical integrationof swing equation.",2021,Spring,3-1-0,4
414,EE31009,CONTROL SYSTEM ENGINEERING,,,Electrical Engineering,"Control Systems Engineering1. Introduction and Overview: What is control;Meaning of the terms reference input, control  input, disturbance input andcontrolledoutput; Tracking and the disturbance rejection problems; Manual vs.automatic control; Feedback and feed forward control.2. Modelling:  Impulseresponse  and  convolution  integral  for  LTI  systems;  I/O  relation  inLaplace  domain and Transfer function; Block-diagram (and Signal-flow-graph)representation of systems and their reduction to get T/F; Normalized T/F; Someexamples.Concept of states; State-space modelling of general systems; Operatingpoints and linearization about the same; State-space to transfer functiontransformation and the reverse (i.e., realization) problem for LTI systems;Examples of incremental transfer function. 3. Characterization of plants:Asymptotic  and  BIBO  stability;  Significance  of  poles  and  eigenvalues;Internal  stability; Routh-Hurwitz test.Time-domain  impulse-  and  step-responses of  1-  and  2-pole  systems;  Settling  time,  over-shoot etc. interms of damping coefficient and natural frequency; Effect of zero near theorigin (and in rhp). Definition  and  significance  of  Frequency-response;Relation  between  time-  and frequency-response features (of 2-poleplants); Nyquist and Bode plots; Examples.4. Analysis of effects of feedback:Stability analysis of C/L systems from O/L Nyquist and  Bode  plots;O/L plant -types  and  C/L steady-state  errors  for  step  and  ramp  inputs; C/L root-loci for variation of loop gain (or other parameter); Sensitivity transferfunctions  (S  and  T)  and  their  significance;  Measure  of  loop robustnessin  terms  of  the peaks of S and T. 5.  Compensation  techniques:  Performancegoals  -  Steady  state,  transient  and  robustness  specifications;  Time-domain vs.  frequency-domain  design  approaches;  PID, Lag-lead, and Pole-placement design techniques; 2 degree-of-freedom control.6. Sampled-datasystems: Overview of computer controlled systems; z- transform for discretetime signals and systems; Examples of z-domain transfer functions; Stabilityand  response;  Frequency  spectrum  and  Sampling  theorem;  Aliasing  effectand  its  remedy; Controller design via digital-redesign/root-locus.",2021,Spring,3-1-0,4
415,EE31011,POWER ELECTRONICS,,,Electrical Engineering,"pre requisite: EE10001 and EC21001 Introduction: need for power conversion withefficient, high frequency,lightweight converters;Power electronic convertersclassifications and scope;Power semiconductor switches: power/fast diodes, SCR,and transistors(BJT, MOSFET and IGBT) Ratings, static and dynamiccharacteristics, drive and switching aid circuits and cooling; isolation;protection;DC to DC conversion: Choppers: non-isolated: Buck, Boost and Buck-Boostconverters; circuit configuration and analysis with; continuousanddiscontinuous loads; H-bridge converter multi-quadrant operation;isolated:forward, fly-back converters; example of a typical drivecircuit;AC to DCconversion: Rectifiers: controlled/half-controlled/uncontrolled:single phaseand three phase operation, Operation with R, R-L, back emfload; power factor,harmonics and effect of source inductance; Cascadeoperation; dual converters; atypical trigger / drive circuit;DC to AC conversion: Inverters: current sourceand voltage sourceinverters, active and reactive power handling; single phaseand threephase voltage source and PWM inverters; PWM techniques; active front-end rectifier; a typical trigger / drive circuit;AC to AC conversion: Singlephase AC static switches; transient-free switching of inductive loads; voltageregulators; cycloconverter;",2021,Spring,3-1-0,4
416,EE39002,POWER SYSTEMS LAB.,,,Electrical Engineering,"1.Determination of P-Ã¯ÂÂ¤ and Q-V characteristics of a grid connectedsynchronous machine.2.Loading characteristics of an induction generator (selfexcited and grid connected)3.Operation of grounding transformer under differentfault conditions4.Operating characteristics of a 3-phase, 3-winding transformerunder balanced and unbalanced loading conditions.5.Over current and undervoltage protection schemes.6.Directional over current protection relaycharacteristics.7.Differential relay protection scheme.8.Digital relay anddesign of distance protection scheme.9.High Voltage Power Frequency Test10.Impulse Voltage TestCondition Monitoring of Distribution Transformer",2021,Spring,0-0-3,2
417,EE39004,EMBEDDED SYSTEMS LAB.,,,Electrical Engineering,"Programming Exercises with Microprocessors (Intel 8086 family) andMicrocontroller Controller kits (Intel 8051, 8096, Motorola 68705); Familiaritywith the DSP(TI 6000 and 2000 series, ADSP 2000 series); FPGAs and theirapplications. Interfacing experiments with i/o ports, timers, ADC-DAC, steppermotor interface; Simple applications of embedded processors in signalprocessing, real time control  and consumer electronics.   Exposure to softwaredevelopment platforms and environments and simple operating systems.",2021,Spring,0-0-3,2
418,EE39006,POWER ELECTRONICS LAB.,,,Electrical Engineering,1. Familiarisation with power electronic components2. Single-phase full andhalf controlled converters3. Three-phase full and half controlled converters4.Basic non-isolated DC to DC converters5. Basic isolated  DC to DC converter6.Single and two quadrant choppers.7. Three-phase PWM voltage source inverter8.Speed control of DC motor9. Familiarisation with three phase variable frequencydrive10. Mini project,2021,Spring,0-0-3,2
419,EE39009,CONTROL AND INSTRUMENTATION LAB.,,,Electrical Engineering," To obtain (i) the parameters of an oven and hence find  its thetransfer function (ii)  the time response of thermal system using  on/off (orrelay) and P, PI, PID controllers (selecting controller parameters usingZiegler and Nichols tuning technique).",2021,Spring,0-0-3,2
420,EE40002,ELECTRIC DRIVES,,,Electrical Engineering,"Drive concept, four quadrant drive and load characteristics, selection ofmotor, control and stability of electric drives, feed back control of drives,thermal effects in electrical machines; DC motor drive Ã¢ÂÂ Dynamical model ofseparately excited dc motor, control of a separately excited dc motor, current,flux and speed controller design; control loop containing an electronic powerconverter: dc drive with line-commutated converter, dc drive with highfrequency PWM converter. 3-phase induction motor drive Ã¢ÂÂ Scalar control:Stator voltage control, V/f control, VSI and its PWM strategy for motorcontrol: sine triangle, space-vector; Limitation of scalar control. Basicoperation of vector Control: Dynamical control of motor torque and motor fluxusing ideal CSI.Doubly fed induction motor drives: Basic philosophy ofoperation of this drive, different quadrant of operations,applications.Permanent magnet motor drive: Basic brushless dc motor drive withposition encoder. Basic principle of 3-phase PMSM drive with rotor positionencoder.Switched Reluctance motor drive: Principle of torque production, lowspeed and high speed controller with rotor position sensor.Industrial drives:Different components of standard industrial drives, design of each component;practical issues of interconnections between motors and inverters.",2021,Spring,3-0-0,3
421,EE41001,INDUSTRIAL INSTRUMENTATION,,,Electrical Engineering,Not Available,2021,Spring,3-1-0,4
422,EE41013,DIGITAL SIGNAL PROCESSING,,,Electrical Engineering,"Short introduction -Discrete time systems and signals; Z-transform, Differenceequation.Filter design by transformation - Impulse and step Invariant, Bi-linear Z-transform, matched Z-transform.Signal Model-AR, MA, ARMA, StateVariable model, Lattice structures.FIR filter design, Frequency windowingtechnique, Equi ripple Chebyshev and Butterworth criterion.Filter performanceand design in presence of noise, FIR filters banks-subbanddecomposition.Inverse filtering-Deconvolution and equalization techniques-Weiner, Linear prediction etc., Signal reconstruction.Time frequency Analysis -STFT, WT, DSP hardware - Design methodologies,Popular architectures andoverview of programming  Application notes.Filter implementation: Topology,Scaling, Coefficient quantization, Signal quantization, Sensitivity analysis.",2021,Spring,3-1-0,4
423,EE48001,INDUSTRIAL TRAINING,,,Electrical Engineering,Not Available,2021,Spring,0-0-0,2
424,EE48002,COMPREHENSIVE VIVA VOCE,,,Electrical Engineering,Not Available,2021,Spring,0-0-0,2
425,EE49001,CONTROL AND ELECTRONIC SYSTEM DESIGN,,,Electrical Engineering,"pre requisite: EC21001 and EE31001Design assignments to be provided by teacheron broad areas listed below.A.Design of a practical control system includingaspects such as :a.Aspects of plant, actuator, sensor and disturbancemodelingb.Controller design from specifications and including typical factors,such as control limit and rate constraints.c.Design of the feedback subsystemincluding electronic signal conditioningd.Design of electrical actuationsystems such as ones based on Power Electronic Circuits.e.Simulation of suchsystems on MATLABB.Design of signal processing systems including aspects suchas : a.Development of Filter specifications from practicalconsiderations,b.Design of Filter transfer function and analog circuitrealizationc.Realization of digital filter algorithms and associated circuitdesigns such as amplifiers, ADC, Sample and hold circuit, Anti-aliasing filteretc.d.Development of the digital filter code on a suitable embedded hardwareplatform such as microcontroller, DSP.C.Design of measurement systems includingaspects such as :a.Development of specifications from practical considerationsof the measurement applicationb.Design of interface subsystem for achievingmeasurement accuracyi.Noise related issues, such as shielding, guarding,groundingii.Compensation issues related to power supply and temperatureeffects, nonlinearityiii.Calibration, zero and sensitivityadjustmentc.Computing system measurement related specifications based oncomponent level specifications available in electronic data sheetsd.DataAcquisition system for PCsD.Microprocessor-based Industrial Automationincluding aspects of a.Industrial grade single-loop PID controller realizationwith features to address integral wind-ups, auto-manual transfers, auto-tuningetc.b.PLC based system design including RLL programmingSimple embeddedcontrollers with features such as remote wireless command for applications suchas home automation.",2021,Spring,0-0-3,2
426,EE49004,POWER APPARATUS AND SYSTEM DESIGN,,,Electrical Engineering,Design of electrical Transmission System for transmitting bulk amount of power.Design considerations for DC or AC transmission.  Design of rural and urbandistribution systems and design of electrical substation. Power SystemGrounding Design. Lightning ,2021,Spring,0-0-3,2
427,EE57201,PROJECT - PART 3,,,Electrical Engineering,Not Available,2021,Spring,0-0-12,12
428,EE57202,PROJECT - PART 4,,,Electrical Engineering,Not Available,2021,Spring,0-0-14,13
429,EE57301,PROJECT - PART 3,,,Electrical Engineering,Not Available,2021,Spring,0-0-12,12
430,EE57302,PROJECT - PART 4,,,Electrical Engineering,Not Available,2021,Spring,0-0-14,13
431,EE57401,PROJECT - PART 3,,,Electrical Engineering,Not Available,2021,Spring,0-0-12,12
432,EE57402,PROJECT - PART 4,,,Electrical Engineering,Not Available,2021,Spring,0-0-14,13
433,EE57501,PROJECT - PART 3,,,Electrical Engineering,Not Available,2021,Spring,0-0-12,12
434,EE57502,PROJECT - PART 4,,,Electrical Engineering,Not Available,2021,Spring,0-0-14,13
435,EE58003,COMPREHENSIVE VIVA - I,,,Electrical Engineering,Not Available,2021,Spring,0-0-0,2
436,EE58004,COMPREHENSIVE VIVA - II,,,Electrical Engineering,Not Available,2021,Spring,0-0-0,2
437,EE60002,ADVANCED MACHINE DRIVES,,,Electrical Engineering,"Course Name: Advanced Machine Drives      Course No.: EE60002            L-T-P: 3-1-0       Prerequisite: EE60003, EE60035Module-1 (8 lectures): InductionMotor Drives: Field oriented control- Direct and indirect field orientation,stator-flux, rotor-flux and airgap-flux orientation.  Flux-torque decoupling,Extended speed operation and Field weakening.Module-2 (8 lectures): Directtorque control of Induction Motor, Flux and speed observers, Inductiongenerators, Doubly Fed Induction Machines (DFIM): Different modes of operation,Equivalent circuit, Active and reactive power control, Vector control ofDFIM.Module-3 (6 lectures): Identification of Induction Motor Parameters:Linear Model, Nonlinear least square identification, Parameter error indices.Speed sensorless control: Signal injection and model based techniques, zero/lowspeed operation. Module-4 (6 lectures): Synchronous Motor Drives, Vectorcontroled Cycloconverter fed Drive, Parameter estimation and sensorlesscontrol. Module-5 (6 lectures): Introduction to PM Synchronous Motor, Variousrotor configurations of PMSM, Sinusoidal Back-Emf PMSM: Field oriented control,Direct torque control. Interior PM Machine: Maximum torque per ampere control,Field weakeningModule-6 (6 lectures): Introduction to Brushless DC Motor: EMFand Torque of BLDC machine, Voltage Source Inverter fed BLDC: Half-wave andFull-wave operation, Speed control, Torque ripple minimization, Sensorlessoperation.",2021,Spring,3-1-0,4
438,EE60003,MACHINE ANALYSIS,,,Electrical Engineering,"Course Name: Machine AnalysisCourse No.: EE60003L-T-P : 3-1-0Prerequisite:NoneModule-1(8 lectures): Introduction  and  review of electrical machines;Principles of electromagnetic energy conversion: General expression of storedmagnetic energy, co-energy and force/torque, example using single and doublyexcited system.  Module-2(8 lectures): Calculation of air gap mmf and per phasemachine inductance using physical machine data; Voltage and torque equation ofdc machine, three phase symmetrical induction machine and salient polesynchronous machines in phase variable form. Module-3(8 lectures):Introductionto reference frame theory: static and rotating reference frames, transformationrelationships, examples using static symmetrical three phase passivecircuits.Module-4(8 lectures):Generalized theory of rotating electrical machineand Krons primitive machine;   Modeling of  D.C  and 3-phase symmetricalinduction and synchronous machines; voltage and torque equations, derivation ofsteady state phasor relationship from dynamic model. Module-5(5lectures):Analysis and dynamic modeling of two phase asymmetrical inductionmachine and single phase induction machine.Module-6(5 lectures):Selected topicson special machines (PMSM, Stepper, SRM  and  Linear machines).",2021,Spring,3-1-0,4
